4620,CL,AMADOR DE LOS RIOS,50,52,VALLE DE LOS GALANES,2,ESTE
4620,CL,AMADOR DE LOS RIOS,17,39,VALLE DE LOS GALANES,2,ESTE
4620,CL,AMADOR DE LOS RIOS,16,36,VALLE DE LOS GALANES,2,ESTE
4620,CL,AMADOR DE LOS RIOS,38,48,LA MOSCA,2,ESTE
4620,CL,AMADOR DE LOS RIOS,2,14,PEDREGALEJO,2,ESTE
4620,CL,AMADOR DE LOS RIOS,1,15,PEDREGALEJO,2,ESTE
4627,CL,AMARANTO,1,9,SAN ISIDRO,2,ESTE
4627,CL,AMARANTO,2,10,SAN ISIDRO,2,ESTE
4630,PJE,AMARANTO,2,6,SAN ISIDRO,2,ESTE
4630,PJE,AMARANTO,1,5,SAN ISIDRO,2,ESTE
4844,CL,ANDALUCES,2,26,CERRADO DE CALDERON,2,ESTE
4844,CL,ANDALUCES,1,41,CERRADO DE CALDERON,2,ESTE
4858,PJE,ANDALUCES,1,5,CERRADO DE CALDERON,2,ESTE
4858,PJE,ANDALUCES,2,6,CERRADO DE CALDERON,2,ESTE
4956,CL,ANDES,1,11,EL PALO,2,ESTE
4956,CL,ANDES,2,6,EL PALO,2,ESTE
5082,CL,ANGEL DE ALORA,2,18,EL PALO,2,ESTE
5082,CL,ANGEL DE ALORA,1,5,EL PALO,2,ESTE
5082,CL,ANGEL DE ALORA,20,20,LAS CUEVAS,2,ESTE
5152,CL,ANGEL GUIMERA,2,2,PEDREGALEJO PLAYA,2,ESTE
5152,CL,ANGEL GUIMERA,2,2,PEDREGALEJO PLAYA,2,ESTE
5229,CL,ANGUSTIAS,1,3,VIRGEN DE LAS ANGUSTIAS,2,ESTE
5229,CL,ANGUSTIAS,2,10,VIRGEN DE LAS ANGUSTIAS,2,ESTE
5404,CL,ANTOFAGASTA,24,46,EL PALO,2,ESTE
5404,CL,ANTOFAGASTA,2,22,LAS CUEVAS,2,ESTE
5404,CL,ANTOFAGASTA,1,43,LAS CUEVAS,2,ESTE
5418,CL,MARIA CALLAS,2,4,PARQUE CLAVERO,2,ESTE
5418,CL,MARIA CALLAS,1,3,PARQUE CLAVERO,2,ESTE
5419,CL,ANTON CHEJOV,2,46,MIRAFLORES ALTO,2,ESTE
5419,CL,ANTON CHEJOV,1,37,MIRAFLORES ALTO,2,ESTE
5488,PJE,ANTONIO BARCELO MADUE�O,1,15,LAS ACACIAS,2,ESTE
5488,PJE,ANTONIO BARCELO MADUE�O,2,12,LAS ACACIAS,2,ESTE
5656,CL,ANTONIO MARIA CEBRIAN,1,13,LA MOSCA,2,ESTE
5656,CL,ANTONIO MARIA CEBRIAN,2,16,LA MOSCA,2,ESTE
5852,CL,ANTONIO TRUEBA,1,13,EL PALO,2,ESTE
5852,CL,ANTONIO TRUEBA,14,16,VILLA CRISTINA,2,ESTE
5852,CL,ANTONIO TRUEBA,2,12,EL PALO,2,ESTE
5852,CL,ANTONIO TRUEBA,15,17,VILLA CRISTINA,2,ESTE
6045,CL,ARABIA,2,2,LAS CUEVAS,2,ESTE
6045,CL,ARABIA,1,29,LAS CUEVAS,2,ESTE
6048,CL,ARAGON,1,19,MIRAFLORES DEL PALO,2,ESTE
6048,CL,ARAGON,2,24,MIRAFLORES DEL PALO,2,ESTE
6272,CL,ARCANGELES,35,67,CERRADO DE CALDERON,2,ESTE
6272,CL,ARCANGELES,58,72,CERRADO DE CALDERON,2,ESTE
6272,CL,ARCANGELES,1,33,HACIENDA PAREDES,2,ESTE
6272,CL,ARCANGELES,2,56,HACIENDA PAREDES,2,ESTE
6300,CL,ARCES,1,37,CERRADO DE CALDERON,2,ESTE
6300,CL,ARCES,2,28,CERRADO DE CALDERON,2,ESTE
6797,CL,ARPA EL,2,4,CERRADO DE CALDERON,2,ESTE
6797,CL,ARPA EL,1,5,CERRADO DE CALDERON,2,ESTE
6813,CL,ARQUITECTO ALONSO CARBONELL,2,32,EL POLVORIN,2,ESTE
6813,CL,ARQUITECTO ALONSO CARBONELL,1,27,EL POLVORIN,2,ESTE
6860,CL,ARQUITECTO EDUARDO ESTEVE,2,14,ECHEVERRIA DEL PALO,2,ESTE
6860,CL,ARQUITECTO EDUARDO ESTEVE,1,11,ECHEVERRIA DEL PALO,2,ESTE
6890,CL,ARQUITECTO FRANCISCO BAUTISTA,1,13,EL POLVORIN,2,ESTE
6890,CL,ARQUITECTO FRANCISCO BAUTISTA,2,14,EL POLVORIN,2,ESTE
6905,CL,ARQUITECTO FRANCISCO DE MORA,1,19,EL POLVORIN,2,ESTE
6905,CL,ARQUITECTO FRANCISCO DE MORA,2,18,EL POLVORIN,2,ESTE
6924,CL,GUZMAN EL BUENO,2,38,EL POLVORIN,2,ESTE
6924,CL,GUZMAN EL BUENO,1,53,EL POLVORIN,2,ESTE
6963,CL,PEDRO DE ALVARADO,2,30,EL POLVORIN,2,ESTE
6963,CL,PEDRO DE ALVARADO,1,9,EL POLVORIN,2,ESTE
7014,AV,ARRIGO BOITO,2,2,COLINAS DEL LIMONAR,2,ESTE
7014,AV,ARRIGO BOITO,1,5,COLINAS DEL LIMONAR,2,ESTE
7056,CL,ARROYO,2,12,LAS CUEVAS,2,ESTE
7056,CL,ARROYO,1,15,LAS CUEVAS,2,ESTE
7070,PL,ARROYO,2,32,LAS CUEVAS,2,ESTE
7070,PL,ARROYO,1,33,LAS CUEVAS,2,ESTE
7140,CL,PRACTICANTE PEDRO ROMAN,2,12,PEDREGALEJO PLAYA,2,ESTE
7140,CL,PRACTICANTE PEDRO ROMAN,1,13,PEDREGALEJO PLAYA,2,ESTE
7168,CL,ARROYO DEL CAFE,1,1,BELLAVISTA,2,ESTE
7168,CL,ARROYO DEL CAFE,2,2,BELLAVISTA,2,ESTE
7248,CL,ANITA DELGADO,1,33,PARQUE CLAVERO,2,ESTE
7248,CL,ANITA DELGADO,2,40,PARQUE CLAVERO,2,ESTE
7343,CL,ASIRIA,1,3,MIRAMAR,2,ESTE
7343,CL,ASIRIA,2,4,MIRAMAR,2,ESTE
7420,CL,ASTURIAS,2,4,EL PALO,2,ESTE
7420,CL,ASTURIAS,1,3,EL PALO,2,ESTE
7591,CL,AURORA BOREAL,1,25,LAS ACACIAS,2,ESTE
7591,CL,AURORA BOREAL,2,40,LAS ACACIAS,2,ESTE
7637,CL,AXARQUIA,2,4,PINARES DE SAN ANT�N,2,ESTE
7637,CL,AXARQUIA,1,5,PINARES DE SAN ANT�N,2,ESTE
7685,CL,AZAFRAN,2,36,HACIENDA PAREDES,2,ESTE
7685,CL,AZAFRAN,1,1,HACIENDA PAREDES,2,ESTE
7938,CL,BAILAORA CARMEN AMAYA,1,5,MIRAFLORES,2,ESTE
7938,CL,BAILAORA CARMEN AMAYA,2,8,MIRAFLORES,2,ESTE
8008,CL,BAJA,2,44,EL CANDADO,2,ESTE
8008,CL,BAJA,1,45,EL CANDADO,2,ESTE
8148,CL,BALCON,2,70,EL CANDADO,2,ESTE
8148,CL,BALCON,1,69,EL CANDADO,2,ESTE
8281,CL,BALTASAR PE�A HINOJOSA,1,7,COLINAS DEL LIMONAR,2,ESTE
8281,CL,BALTASAR PE�A HINOJOSA,2,8,COLINAS DEL LIMONAR,2,ESTE
8344,CL,BANDA DEL MAR,1,151,PLAYAS DEL PALO,2,ESTE
8344,CL,BANDA DEL MAR,2,2,PLAYAS DEL PALO,2,ESTE
9252,CL,MIGUEL INDURAIN,8,32,PARQUE CLAVERO,2,ESTE
9252,CL,MIGUEL INDURAIN,2,6,LA TORRECILLA,2,ESTE
9252,CL,MIGUEL INDURAIN,3,13,PARQUE CLAVERO,2,ESTE
9252,CL,MIGUEL INDURAIN,1,1,CASTILLO SANTA CATALINA,2,ESTE
9313,CL,BERLIOZ,2,4,PEDREGALEJO PLAYA,2,ESTE
9313,CL,BERLIOZ,1,1,PEDREGALEJO PLAYA,2,ESTE
9324,CL,BERNARDO LOPEZ GARCIA,2,16,LAS ACACIAS,2,ESTE
9324,CL,BERNARDO LOPEZ GARCIA,1,15,LAS ACACIAS,2,ESTE
9330,GTA,BERNABE FERNANDEZ CANIVELL,1,3,LOS PINOS,2,ESTE
9330,GTA,BERNABE FERNANDEZ CANIVELL,2,2,LOS PINOS,2,ESTE
9632,CL,BIZNAGA,1,69,PLAYAS DEL PALO,2,ESTE
9632,CL,BIZNAGA,2,102,PLAYAS DEL PALO,2,ESTE
9772,CL,BLAS PALOMO,2,12,EL PALO,2,ESTE
9772,CL,BLAS PALOMO,1,11,EL PALO,2,ESTE
9814,PJE,BLASCO IBA�EZ,2,4,EL PALO,2,ESTE
9814,PJE,BLASCO IBA�EZ,1,3,EL PALO,2,ESTE
9968,CL,BOLIVIA,35,139,PEDREGALEJO PLAYA,2,ESTE
9968,CL,BOLIVIA,1,33,BA�OS DEL CARMEN,2,ESTE
9968,CL,BOLIVIA,260,286,LAS ACACIAS,2,ESTE
9968,CL,BOLIVIA,50,258,PEDREGALEJO PLAYA,2,ESTE
9968,CL,BOLIVIA,2,48,BA�OS DEL CARMEN,2,ESTE
9968,CL,BOLIVIA,141,173,LAS ACACIAS,2,ESTE
10010,CL,BOMBO EL,1,39,JARAZMIN,2,ESTE
10010,CL,BOMBO EL,2,32,JARAZMIN,2,ESTE
10045,CL,BOQUERON,1,7,PEDREGALEJO PLAYA,2,ESTE
10045,CL,BOQUERON,2,10,PEDREGALEJO PLAYA,2,ESTE
10248,CL,BOTANICO PROLONGO,1,19,PEDREGALEJO,2,ESTE
10248,CL,BOTANICO PROLONGO,2,10,PEDREGALEJO,2,ESTE
10304,CL,BOUGANVILLEAS,2,18,PINARES DE SAN ANT�N,2,ESTE
10304,CL,BOUGANVILLEAS,1,13,PINARES DE SAN ANT�N,2,ESTE
10311,CL,BRADAMANTE,1,25,CAMINO DEL COLMENAR,2,ESTE
10311,CL,BRADAMANTE,2,16,CAMINO DEL COLMENAR,2,ESTE
10332,CL,BRASIL,2,42,VALLE DE LOS GALANES,2,ESTE
10332,CL,BRASIL,1,37,VALLE DE LOS GALANES,2,ESTE
10430,CL,BRIDA DE LA,2,28,EL MAYORAZGO,2,ESTE
10430,CL,BRIDA DE LA,1,23,EL MAYORAZGO,2,ESTE
10476,CL,ERASMO DE ROTTERDAM,2,10,PARQUE CLAVERO,2,ESTE
10476,CL,ERASMO DE ROTTERDAM,1,1,PARQUE CLAVERO,2,ESTE
10726,AV,CABALLERIZAS LAS,1,49,EL MAYORAZGO,2,ESTE
10726,AV,CABALLERIZAS LAS,2,14,EL MAYORAZGO,2,ESTE
10727,CL,CABALLERO DE LA CRUZ,1,13,EL PALO,2,ESTE
10727,CL,CABALLERO DE LA CRUZ,2,10,EL PALO,2,ESTE
10730,CL,CABALLERO DE LAS DONCELLAS,2,2,EL PALO,2,ESTE
10730,CL,CABALLERO DE LAS DONCELLAS,1,1,EL PALO,2,ESTE
10733,CL,CABALLERO DE LOS ESPEJOS,7,7,MIRAFLORES DEL PALO,2,ESTE
10733,CL,CABALLERO DE LOS ESPEJOS,1,5,EL PALO,2,ESTE
10733,CL,CABALLERO DE LOS ESPEJOS,2,6,EL PALO,2,ESTE
10736,CL,CABALLERO DEL BOSQUE,1,3,EL PALO,2,ESTE
10736,CL,CABALLERO DEL BOSQUE,2,4,EL PALO,2,ESTE
10742,CL,CABALLERO FONSECA,2,20,LAS CUEVAS,2,ESTE
10742,CL,CABALLERO FONSECA,1,29,LAS CUEVAS,2,ESTE
10745,CL,CABALLERO PLATIR,1,3,EL PALO,2,ESTE
10745,CL,CABALLERO PLATIR,2,4,EL PALO,2,ESTE
10748,CL,CABALLO DE GONELA,2,2,EL PALO,2,ESTE
10748,CL,CABALLO DE GONELA,1,1,EL PALO,2,ESTE
10808,CL,CACHALOTE,2,2,JARAZMIN,2,ESTE
10808,CL,CACHALOTE,2,2,JARAZMIN,2,ESTE
10886,CL,CAFARNAUN,1,1,PEDREGALEJO,2,ESTE
10886,CL,CAFARNAUN,2,6,EL POLVORIN,2,ESTE
10889,CL,CAIRELES LOS,2,14,EL MAYORAZGO,2,ESTE
10889,CL,CAIRELES LOS,1,7,EL MAYORAZGO,2,ESTE
11158,CL,CALIPSO,1,5,LAS ACACIAS,2,ESTE
11158,CL,CALIPSO,2,4,LAS ACACIAS,2,ESTE
11284,CL,CALVARIO,1,27,LAS CUEVAS,2,ESTE
11284,CL,CALVARIO,2,34,LAS CUEVAS,2,ESTE
11285,PJE,CALVARIO,1,7,LAS CUEVAS,2,ESTE
11285,PJE,CALVARIO,1,7,LAS CUEVAS,2,ESTE
11420,AV,CAMARON DE LA ISLA,1,7,COLINAS DEL LIMONAR,2,ESTE
11420,AV,CAMARON DE LA ISLA,2,14,COLINAS DEL LIMONAR,2,ESTE
11466,CL,CAMELIAS,2,6,SAN ISIDRO,2,ESTE
11466,CL,CAMELIAS,1,7,SAN ISIDRO,2,ESTE
11502,CL,CAMILO JOSE CELA,1,25,LOMAS DE SAN ANTON,2,ESTE
11502,CL,CAMILO JOSE CELA,2,20,LOMAS DE SAN ANTON,2,ESTE
11585,CL,CAMPO DE MONTIEL,1,3,EL PALO,2,ESTE
11585,CL,CAMPO DE MONTIEL,2,4,EL PALO,2,ESTE
11662,PSO,CANADIENSES DE LOS,1,1,LA ARA�A,2,ESTE
11662,PSO,CANADIENSES DE LOS,1,1,LA ARA�A,2,ESTE
11886,CL,CANDILITOS,1,13,CERRADO DE CALDERON,2,ESTE
11886,CL,CANDILITOS,2,12,CERRADO DE CALDERON,2,ESTE
11956,CL,CANO MARTIN,2,8,LA MOSCA,2,ESTE
11956,CL,CANO MARTIN,1,3,LA MOSCA,2,ESTE
11963,CL,CANONIGO DE TOLEDO,1,31,LA MOSCA,2,ESTE
11963,CL,CANONIGO DE TOLEDO,2,22,LA MOSCA,2,ESTE
11991,PQUE,MORLACO DEL,2,2,PARQUE DEL MORLACO,2,ESTE
11991,PQUE,MORLACO DEL,1,1,PARQUE DEL MORLACO,2,ESTE
12040,CL,CANTERA,1,13,EL CANDADO,2,ESTE
12040,CL,CANTERA,2,20,EL CANDADO,2,ESTE
12124,CL,CA�ADA DEL BARCO,2,2,LA PELUSILLA,2,ESTE
12124,CL,CA�ADA DEL BARCO,1,5,LA PELUSILLA,2,ESTE
12180,CL,CA�AMAQUE JIMENEZ,2,16,LA MOSCA,2,ESTE
12180,CL,CA�AMAQUE JIMENEZ,1,9,LA MOSCA,2,ESTE
12992,PL,CARDENAL MENDOZA,2,6,EL PALO,2,ESTE
12992,PL,CARDENAL MENDOZA,1,7,EL PALO,2,ESTE
13013,CL,CARDO CUCO,2,32,CERRADO DE CALDERON,2,ESTE
13013,CL,CARDO CUCO,1,23,CERRADO DE CALDERON,2,ESTE
13035,CL,CARDOS,1,41,CERRADO DE CALDERON,2,ESTE
13035,CL,CARDOS,1,41,CERRADO DE CALDERON,2,ESTE
13090,CL,CARLOMAGNO,2,2,EL PALO,2,ESTE
13090,CL,CARLOMAGNO,1,1,EL PALO,2,ESTE
13160,CL,CARLOS FRONTAURA,1,11,EL PALO,2,ESTE
13160,CL,CARLOS FRONTAURA,2,16,EL PALO,2,ESTE
13272,CL,CARLOS VALVERDE,1,7,EL PALO,2,ESTE
13272,CL,CARLOS VALVERDE,2,4,EL PALO,2,ESTE
13278,CJON,CARLOTA DE,2,2,PEDREGALEJO PLAYA,2,ESTE
13278,CJON,CARLOTA DE,1,1,PEDREGALEJO PLAYA,2,ESTE
13412,CL,FRAY LUIS DE GRANADA,2,30,OLIAS,2,ESTE
13412,CL,FRAY LUIS DE GRANADA,51,51,DSMO DM ESTE,2,ESTE
13412,CL,FRAY LUIS DE GRANADA,1,49,OLIAS,2,ESTE
13433,CL,CARMEN LOPEZ FERNANDEZ,1,21,LA PELUSA,2,ESTE
13433,CL,CARMEN LOPEZ FERNANDEZ,2,22,LA PELUSA,2,ESTE
13496,CL,CARO SANCHEZ,1,23,LA MOSCA,2,ESTE
13496,CL,CARO SANCHEZ,2,24,LA MOSCA,2,ESTE
13622,PL,CARRASCON,1,5,EL PALO,2,ESTE
13622,PL,CARRASCON,2,4,EL PALO,2,ESTE
14112,PJE,CASERIO,2,8,MIRAFLORES DEL PALO,2,ESTE
14112,PJE,CASERIO,1,17,MIRAFLORES DEL PALO,2,ESTE
14126,CL,CASILDA,1,3,PLAYAS DEL PALO,2,ESTE
14126,CL,CASILDA,2,4,PLAYAS DEL PALO,2,ESTE
14133,CL,CASIMIRO JIMENEZ FUNES,12,22,CERRADO DE CALDERON,2,ESTE
14133,CL,CASIMIRO JIMENEZ FUNES,2,10,HACIENDA PAREDES,2,ESTE
14133,CL,CASIMIRO JIMENEZ FUNES,1,27,CERRADO DE CALDERON,2,ESTE
14140,CL,CASTA�ER GALLARDO,1,29,VALLE DE LOS GALANES,2,ESTE
14140,CL,CASTA�ER GALLARDO,2,26,LA MOSCA,2,ESTE
14168,CL,CASTA�ER Y VILCHEZ,1,7,EL PALO,2,ESTE
14168,CL,CASTA�ER Y VILCHEZ,2,8,EL PALO,2,ESTE
14308,CRIL,CASTELL,25,47,LA VAGUADA,2,ESTE
14308,CRIL,CASTELL,3,23,LAS PALMERAS,2,ESTE
14308,CRIL,CASTELL,2,22,LAS PALMERAS,2,ESTE
14308,CRIL,CASTELL,25,47,LA VAGUADA,2,ESTE
14308,CRIL,CASTELL,24,36,LA VAGUADA,2,ESTE
14315,CJON,CASTELL DE,2,4,LAS PALMERAS,2,ESTE
14315,CJON,CASTELL DE,1,9,LAS PALMERAS,2,ESTE
14336,CL,CASTELL DEL VALLE,2,10,LA MOSCA,2,ESTE
14336,CL,CASTELL DEL VALLE,1,13,LA MOSCA,2,ESTE
14441,CL,CASTILLO DE SANTANGEL,1,3,LA PELUSA,2,ESTE
14441,CL,CASTILLO DE SANTANGEL,2,14,LA PELUSA,2,ESTE
14546,CL,CATON,1,3,PLAYAS DEL PALO,2,ESTE
14546,CL,CATON,2,4,PLAYAS DEL PALO,2,ESTE
14672,CL,CEDROS,2,24,PINARES DE SAN ANT�N,2,ESTE
14672,CL,CEDROS,1,23,PINARES DE SAN ANT�N,2,ESTE
14770,CL,CELESTA LA,2,36,LA VI�A,2,ESTE
14770,CL,CELESTA LA,1,47,LA VI�A,2,ESTE
14784,CL,CENACHEROS,2,70,PEDREGALEJO PLAYA,2,ESTE
14784,CL,CENACHEROS,1,95,PEDREGALEJO PLAYA,2,ESTE
14822,CL,CENTAUREA,1,13,CERRADO DE CALDERON,2,ESTE
14822,CL,CENTAUREA,2,16,CERRADO DE CALDERON,2,ESTE
14924,AV,HERNAN NU�EZ DE TOLEDO,2,54,SAN FRANCISCO,2,ESTE
14924,AV,HERNAN NU�EZ DE TOLEDO,7,7,EL LAGARILLO,2,ESTE
14924,AV,HERNAN NU�EZ DE TOLEDO,1,5,SAN FRANCISCO,2,ESTE
14980,PSO,CERRADO DE CALDERON,14,18,CERRADO DE CALDERON,2,ESTE
14980,PSO,CERRADO DE CALDERON,10,12,LA VI�A,2,ESTE
14980,PSO,CERRADO DE CALDERON,2,8,EL MORLACO,2,ESTE
14980,PSO,CERRADO DE CALDERON,9,13,CERRADO DE CALDERON,2,ESTE
14980,PSO,CERRADO DE CALDERON,1,7,EL MORLACO,2,ESTE
15288,CL,CESAR RIARIO,2,6,PEDREGALEJO PLAYA,2,ESTE
15288,CL,CESAR RIARIO,1,3,PEDREGALEJO PLAYA,2,ESTE
15447,CL,CHARLOT,1,25,LA VAGUADA,2,ESTE
15447,CL,CHARLOT,2,22,LA VAGUADA,2,ESTE
15470,CL,PLAYA DEL CHANQUETE,2,2,EL CHANQUETE,2,ESTE
15470,CL,PLAYA DEL CHANQUETE,1,97,EL CHANQUETE,2,ESTE
15512,CL,CHILE,2,18,EL PALO,2,ESTE
15512,CL,CHILE,1,25,EL PALO,2,ESTE
15708,CL,CHOPERA,1,51,CERRADO DE CALDERON,2,ESTE
15708,CL,CHOPERA,2,40,CERRADO DE CALDERON,2,ESTE
15764,CL,CHORRO,2,14,OLIAS,2,ESTE
15764,CL,CHORRO,1,9,OLIAS,2,ESTE
15792,CL,CHUITA,1,9,PEDREGALEJO PLAYA,2,ESTE
15792,CL,CHUITA,2,12,PEDREGALEJO PLAYA,2,ESTE
15820,CL,CHUMBERAS,1,11,CERRADO DE CALDERON,2,ESTE
15820,CL,CHUMBERAS,2,12,CERRADO DE CALDERON,2,ESTE
15869,CL,CID CAMPEADOR,1,1,EL PALO,2,ESTE
15869,CL,CID CAMPEADOR,2,2,EL PALO,2,ESTE
15988,CJON,CINCO MINUTOS,2,10,PEDREGALEJO PLAYA,2,ESTE
15988,CJON,CINCO MINUTOS,1,9,PEDREGALEJO PLAYA,2,ESTE
16065,CL,CIPIONES,2,4,PEDREGALEJO PLAYA,2,ESTE
16065,CL,CIPIONES,1,1,PEDREGALEJO PLAYA,2,ESTE
16432,CL,CLARA DE VIEDMA,2,8,PEDREGALEJO PLAYA,2,ESTE
16432,CL,CLARA DE VIEDMA,1,7,PEDREGALEJO PLAYA,2,ESTE
16436,CL,CLAVEL,1,31,EL PALO,2,ESTE
16436,CL,CLAVEL,33,33,LAS CUEVAS,2,ESTE
16436,CL,CLAVEL,2,20,EL PALO,2,ESTE
16506,CL,CLAVILE�O,1,3,LAS ACACIAS,2,ESTE
16506,CL,CLAVILE�O,2,4,LAS ACACIAS,2,ESTE
16828,CMNO,COLMENAR,122,134,TASARA,2,ESTE
16828,CMNO,COLMENAR,136,176,CAMINO DEL COLMENAR,2,ESTE
16884,CL,COLOMBIA,2,10,PEDREGALEJO,2,ESTE
16884,CL,COLOMBIA,2,10,PEDREGALEJO,2,ESTE
17280,CL,COMPAS DE SEVILLA,2,4,EL PALO,2,ESTE
17280,CL,COMPAS DE SEVILLA,1,3,EL PALO,2,ESTE
17444,CL,CONCEJAL MATIAS ABELA,2,20,PEDREGALEJO,2,ESTE
17444,CL,CONCEJAL MATIAS ABELA,1,21,PEDREGALEJO,2,ESTE
17752,CL,CONDE DE GALVEZ,2,18,PEDREGALEJO,2,ESTE
17752,CL,CONDE DE GALVEZ,1,13,PEDREGALEJO,2,ESTE
17780,CL,CONDE DE LAS NAVAS,27,51,VALLE DE LOS GALANES,2,ESTE
